Sensor_577,Sensor_122,Sensor_477,Sensor_41,Sensor_570,Sensor_571,Sensor_541,Sensor_33,Sensor_407,Sensor_573,Sensor_331,Sensor_447,Sensor_416,Sensor_127,Sensor_134,Sensor_443,Sensor_84,Sensor_277,Sensor_65,Sensor_406,Sensor_589,Sensor_428,Sensor_128,Sensor_305,Sensor_576,Sensor_307,Sensor_412,Sensor_574,Sensor_269,Sensor_575,Sensor_70,Sensor_130,Sensor_6,Sensor_510,Sensor_57,Sensor_19,Sensor_247,Sensor_275,Sensor_561,Sensor_132,Sensor_274,Sensor_405,Sensor_540,Sensor_190,Sensor_273,Sensor_172,Sensor_312,Sensor_124,Sensor_309,Sensor_35,Sensor_411,Sensor_174,Sensor_586,Sensor_131,Sensor_40,Sensor_308,Sensor_205,Sensor_133,Sensor_56,Sensor_288,Output
-0.1355199558643293,-1.3974104675213597,-0.0436636951368608,0.4962305571742278,0.1901422094611682,0.0344104039648007,0.6564202108157732,0.4110763859335697,0.5697668111091828,-0.1205176348942463,-0.1268390912515736,2.033487676053904,-0.6456089814151296,-1.7682951425913402,-0.05187288745891,-0.0358360893252537,-0.2202470920509122,0.3170877837899783,0.3385491955249182,2.6613961833338395,1.5145001106248855e-16,-0.0892606604731885,-0.0158822800665333,0.3100774306463221,-0.2297974549854701,0.1923145128256107,-0.3307407574314417,-0.2266652381262637,0.6417098373049347,-0.0314177396168879,-1.1485445717473473,-0.2513318627163896,-0.5637900930104123,0.2365433704046494,-0.1954856245733606,0.1747984367759543,-7.039347660977129e-16,-0.0509234675052388,0.5313336573410947,-0.4119465291500894,-0.3060906692044917,-0.8513741983087512,2.931766649410934,0.0,-1.1093000717285182,-0.0254575692209623,-0.8448490721380661,1.1891067028901108,0.1959283143918466,-0.115419713262912,-0.9188416579914352,-0.0240553034907226,-3.371044220675002e-15,-0.8060787816829231,-0.2771197385149884,0.6995686940763757,-0.0356154479842456,-0.5087965232639861,0.4194327961009655,0.5375705950805532,-1
-0.4600539119687888,-1.5061506267173304,-0.0446477290187831,-0.2477305945963834,0.256815921176661,1.2059443219894403,-0.0110898831085747,0.6247563527944372,-0.5491284644588588,-0.3234171443317252,-0.0857799140280919,-0.2013219571335709,0.5092910122365606,-1.7386602686627342,-0.4932058112900217,1.2432624542654234,0.5351743538098056,-0.3064125155649235,0.0701463192810966,1.3656420653001893,1.1566891300187565,-0.1332611167657371,0.3031087814539695,2.031063121290493,-0.2634934268256524,1.3762805380172676,-0.867452940024245,-0.2657302357478355,-0.1263392260097376,-0.406217700258135,0.1320163818690495,0.8171338058818546,0.1982172390816671,2.2751703529152367,-0.3154102776890677,-0.0931587480900356,-7.039347660977129e-16,-0.0512464148982116,-0.7455718832038007,-0.4779495664097445,-0.6190146058337777,-1.1411637805919597,1.4209902074784768,0.0,-0.729376749356077,1.2835766672793687,-0.3296703110437456,0.7496579047728483,1.3761457149853646,-0.1060924606462784,-0.1756220308163397,1.2835031747393046,-0.9601743808336496,0.3083092550371714,0.4333889888218732,1.3280729242663514,-0.0078262749491152,-0.9104287244672528,0.5224271003953546,0.3329562337503061,-1
-0.5905052493828215,-1.127779256453799,0.2818448726642269,0.8887106366674495,0.2572789330635749,-0.2637453417770374,-0.1063099660161349,-0.2242326343117709,-0.1435323643205298,-0.6338050843640588,-0.9306514453574288,0.4340537490393569,-0.3327589747455566,-1.265243157653254,0.894041736369386,-0.0532625000008765,0.6146924007425095,0.2659412748585217,-0.4010579749407215,1.6858325164152634,-0.1791485801023999,-0.0446278509906784,0.3031087814539695,2.086860023114822,-0.2050456946179537,-0.0044059959754652,-0.7032917204608384,-0.1883954378309562,0.1178699152549616,-0.6009956325598855,0.7209512836101893,0.9046531780537242,-0.9062100897042208,4.913293217107341,-1.0829280576295026,0.2733256490806315,2.425135635172874,-0.0510382535951905,-0.3961597435061969,-1.1191219283607148,-0.4566545468012775,-0.4868002076943922,1.4029036402432973,0.0,-1.15675441752509,-0.0844483824538104,-0.289581897514883,1.3648862221370155,-0.0044172320052014,-0.1727045897500639,-1.0083049668766946,-0.0844473706914654,2.991150817079803,-0.0037193952444629,-2.2427488356049383,0.2497860459309429,0.3690643843398406,-0.858901623258733,-2.1995652273847885,0.673980169300718,1
-0.645707909669192,-0.8503808911579548,0.0213219024252898,-0.8857776443927632,0.0025480847115871,-0.2782895244961516,-0.63580287795156,-0.2094216578557234,-0.113559499971324,-0.691776372774767,-0.9306514453574288,0.0116272777222004,-0.910790297071562,-0.96963529021541,0.5736393994178325,-0.8060834411877599,-0.5780783032480938,-0.0279201943552176,-0.5149877178045235,2.3628258534474784,-0.2752458787602765,-0.1336292029509386,-0.2779106520298045,1.4539139180450815,-0.2249499642996895,-1.0390101533737135,-0.7125466959745683,-0.2328075800903518,-0.5064908757047502,-0.7706885281258046,0.6506518682687265,-0.2501163158806693,0.5032457132007245,1.5348509383211837,-1.0829280576295026,-0.0130478371507249,-0.6953953464253633,-0.0513570377621028,1.6026268493230231,1.1626973597588977,-1.0085949418048616,-0.813981994143176,1.786284057849593,0.0,-0.8516457962094881,-0.819024461519984,0.0635373195265884,-1.7991451243073355,-1.038928780673594,-0.1722770906718039,-0.8060559386432162,-0.8189834438539839,-0.1018947271885144,-0.7615032602141253,0.3768331644171115,-1.4391329043899868,0.0442784244917542,-3.61903003065708,-2.1995652273847885,0.3329562337503061,-1
-0.454485573957319,-0.8326273957790208,-0.0059063150875009,-0.4885997619893942,0.0852785913695361,-0.2702902240006397,-0.0454037384399902,-0.1433304664337627,-0.169380522566633,-0.4961232743886268,-0.0162951525729689,-1.5056360206251735,-0.0809481455928097,-0.8570227692867066,-0.4182529932989493,-0.1836120518545309,0.2171021660789787,-0.93881516294402,2.395718014804572,0.1483937973019484,-0.2752458787602765,-0.0729988015731325,0.4056416226569893,-0.8616575076646026,-0.2307905994186544,0.2360301814480712,-0.4679010224889901,-0.2223845497157195,-0.1406123190843671,-0.5036066664090103,2.801250825921974,0.4014167880654727,-0.1153818037619783,2.451234292438419,-1.0349581963832304,-0.0346869912550219,-7.039347660977129e-16,-0.051053122259692,-0.5382870771183114,0.9986326671420386,-0.5578270497896193,-0.7205014837292376,0.0781996097151818,0.0,-0.7069218460935757,-0.2080481816083478,1.6832798150863808,-0.7444680088258747,0.2359974236712558,-0.1572757593800512,-0.7854666231563849,-0.2080404384511239,-0.1018947271885144,1.422697291757167,0.3554676307530901,0.0293627614093404,0.0034630765964064,-1.6744687155042774,0.1398768273019213,0.0260346917549355,-1
-0.2296929702338504,-1.5061506267173304,0.2220352933209877,-0.140535273646657,0.2106690697809858,0.8063429017817806,-0.0110898831085747,0.5121482755180554,-0.5491284644588588,-0.1028041856576409,-0.0684087236643111,0.4467844098187779,-0.0809481455928097,-1.7386602686627342,-0.4932058112900217,0.8508196858504089,1.7080655460672345,-0.93881516294402,-1.2336615474029358,1.3656420653001893,-0.5932131576897512,-0.0584074876674525,0.3031087814539695,-0.3612290444276452,-0.2303058503500764,0.8225487354660925,-0.4679010224889901,-0.2564888537365305,-0.1263392260097376,-0.2188177199375115,1.7222267703895475,0.8171338058818546,-0.1153818037619783,0.3444793980069938,-1.4187170863534346,0.0573945155717777,-0.6426425469965245,-0.051053122259692,-0.0871600679691722,-0.4779495664097445,-0.5578270497896193,-1.1411637805919597,1.4209902074784768,0.0,-0.7069218460935757,0.8748546041660683,-0.6546423441181431,0.7496579047728483,0.8224634776698871,-0.1880168294623703,-0.7854666231563849,0.8748033711249785,1.0316821738522304,0.3083092550371714,-0.3336755629197504,0.580420972713347,0.2839600419197537,-0.9104287244672528,0.4047193240589122,-0.1785796695753116,-1
-0.663222135414621,-1.4684244490370952,0.2503065867486163,0.2668923605606698,0.650501781367814,1.1674022377837876,-0.7047768434613276,0.1413528749952941,-1.0275943724186505,-0.5754312175616096,-0.0857799140280919,-0.8991936344054755,0.5092910122365606,-1.7208793443055703,-0.8163245590949451,0.4744092152569668,2.9405952735241976,-0.3064125155649235,-0.1205624693727921,0.9936696517012626,-0.5932131576897512,-0.1332611167657371,0.7246326841774938,-0.9401219008550664,-0.2582143912373573,0.8152627906956822,-0.867452940024245,-0.2586403455678717,-0.8510468237685221,-0.664446019597577,-0.086908878550906,0.1692473424428734,0.1982172390816671,2.7555047963882906,-0.3154102776890677,-0.0931587480900356,-7.039347660977129e-16,-0.0512464148982116,1.0081313116708408,0.0576179359257674,-0.6190146058337777,-1.2066001378817164,1.344259316177717,0.0,-0.729376749356077,0.4619189115361348,2.192487961399807,0.3980988662790229,0.8151781850736306,-0.1197724311506695,-0.1756220308163397,0.4618901674733903,1.0316821738522304,-0.5386256528700866,0.2746137484559116,-0.5544610732694997,0.3786169125706666,-1.3566696813461387,0.5224271003953546,0.8103897435208828,-1
-0.0445597523474693,-1.8068504546980253,0.5528281230679983,-0.2912920397632046,-2.144615236984928,0.3598364923049789,-0.8466374542512463,-0.1722081491721874,-1.2126561862444778,0.0336698891425679,-0.0684087236643111,0.8229175692107659,-0.5178142589632354,-2.379514417368838,0.3869448411376041,1.430073576708094,0.7737284946079285,0.4914394299996736,-1.6643083735423854,1.467717391757065,-0.0494401402104976,-0.0366998408478769,0.9486859297692772,0.8192241597933311,3.0068425180402167,1.368994593246858,-0.3288417412293321,3.099942447665724,-0.7590549982814276,0.3138704130998516,1.7637802284190551,0.5023071754302668,0.8259791779745213,0.6202893565426758,-1.4187170863534346,0.2084081867677404,0.2216917821067584,-0.0515741202638248,0.5675912741972935,0.4743799711938952,-0.5101575655459707,-1.3094286993370483,1.1829874249973702,0.0,-0.0517685645737443,1.4521218479446476,-0.5659360673734256,0.046539827785213,1.3725030686872368,-0.0597282424310937,-0.2700049106586287,1.4534436429088355,-0.0857007714593608,-1.207258474902153,0.4266860762998276,1.2029678168351703,0.7025344607614052,-1.720120592014127,0.4047193240589122,0.5034682015255122,-1
-0.188535340931806,-1.8068504546980253,-0.127001524596863,-0.0581101862231621,0.2662705095835038,0.4187404323173909,-0.8466374542512463,0.4935415211762868,-1.2126561862444778,-0.1160892725850948,-0.0684087236643111,0.0255152712997512,-0.5178142589632354,-2.379514417368838,0.3869448411376041,1.5771524828103465,0.7737284946079285,0.4914394299996736,-1.011376777871312,1.467717391757065,0.1277009543488784,-0.0366998408478769,0.9486859297692772,-0.818066178114345,-0.2505884607682634,1.0884857195860649,-0.3288417412293321,-0.2479274769154422,-0.7590549982814276,-0.2498051182582444,1.4153405616451828,0.5023071754302668,0.8259791779745213,2.1993835613662824,-1.4187170863534346,0.2084081867677404,-0.4620656566439606,-0.0515741202638248,-0.9660890890586832,0.4743799711938952,-0.5101575655459707,-1.3094286993370483,1.1829874249973702,0.0,-0.0517685645737443,1.603812510543399,-0.5045240296270829,0.046539827785213,1.0883766574332416,-0.242620120822245,-0.2700049106586287,1.6037215775711486,-0.8387197128649985,-1.207258474902153,-0.2850794471349178,0.2438286598627913,-0.162403549957028,-1.720120592014127,0.4047193240589122,0.4011610208603887,-1
-0.7390476763362773,-1.8068504546980253,1.054114663196872,-0.2912920397632046,0.1655625660818238,0.5743631874119106,-0.8466374542512463,-0.1722081491721874,-1.2126561862444778,-0.716736233062711,-0.0684087236643111,0.8229175692107659,-0.5178142589632354,-2.379514417368838,0.3869448411376041,1.430073576708094,0.3761382599443921,0.4914394299996736,-1.2640690902900993,1.467717391757065,-0.1006124579698034,-0.0366998408478769,0.9486859297692772,0.8192241597933311,-0.289675788102875,1.368994593246858,-0.3288417412293321,-0.3018336807103763,-0.7590549982814276,-0.8297121439748198,2.051754623142409,0.5023071754302668,0.8259791779745213,0.8031544024207835,-1.4187170863534346,0.2084081867677404,-0.3362705195444217,-0.0515741202638248,-0.5946878144501763,0.4743799711938952,-0.5101575655459707,-1.3094286993370483,1.1829874249973702,0.0,-0.0517685645737443,1.4521218479446476,-0.5659360673734256,0.046539827785213,1.3725030686872368,-0.0597282424310937,-0.2700049106586287,1.4534436429088355,-0.0209249485427469,-1.207258474902153,0.4266860762998276,1.2029678168351703,1.3825007884647516,-1.720120592014127,0.4047193240589122,0.7080825628557593,-1
